job_id,start_time,duration,end_time,day,is_night
J000,0.8253245067652415,2.6538312568352795,3.479155763600521,0,True
J001,1.1980426929501584,2.370157038931767,3.5681997318819256,0,True
J002,1.5612382316467084,3.0197969199152705,4.581035151561979,0,True
J003,2.344130736153213,4.257951856837311,6.602082592990524,0,True
J004,3.7444473706184764,3.7232330337601103,7.467680404378587,0,True
J005,4.092578968494997,3.0876514703260374,7.1802304388210345,0,True
J006,4.363799212970415,3.9340480348687716,8.297847247839186,0,True
J007,4.401708236482412,3.6935698172528273,8.095278053735239,0,True
J008,10.36668044741078,2.0,12.36668044741078,0,False
J009,12.341626521926678,3.5977753321781436,15.93940185410482,0,False
J010,12.48163250826746,4.373593811486137,16.855226319753598,0,False
J011,14.684469473337106,2.773580739583031,17.45805021292014,0,False
J012,16.421592636291766,3.489202220209653,19.91079485650142,0,False
J013,16.993741867105093,4.3084122278452215,21.302154094950314,0,False
J014,17.567854603473723,3.389388559063052,20.957243162536777,0,False
J015,21.82368964989077,2.487904708861886,24.311594358752657,0,False
J016,23.277836451887865,3.1244204912520384,26.402256943139903,0,True
J017,24.132530810966458,3.989341031072694,28.121871842039152,1,True
J018,24.610059041858285,4.157522003500179,28.767581045358465,1,True
J019,25.7892154483145,3.1919341756669466,28.981149623981448,1,True
J020,26.123820049246067,2.692731725707914,28.816551774953982,1,True
J021,26.140519960161534,2.23336462917049,28.37388458933202,1,True
J022,26.58939424783931,3.569637654590537,30.159031902429845,1,True
J023,30.74242823249714,3.759267175515836,34.50169540801298,1,False
J024,31.94155259646358,2.6149320207951776,34.55648461725876,1,False
J025,41.51054828011354,2.5430347007354634,44.053582980849,1,False
J026,42.25884116680554,2.9839041963159003,45.242745363121436,1,False
J027,42.50321231890946,2.0,44.50321231890946,1,False
J028,44.714482221014244,3.2526300993190285,47.96711232033327,1,False
J029,45.29310582183184,3.7893088200381073,49.082414641869946,1,False
J030,46.12498164055481,4.205408831158889,50.3303904717137,1,True
J031,47.45801433608197,2.8286259814218893,50.28664031750386,1,True
J032,47.685286478412415,2.958462399755233,50.64374887816765,1,True
J033,49.37278899294974,3.785690057209397,53.15847905015913,2,True
J034,49.84751783589103,2.85320511768545,52.70072295357648,2,True
J035,50.876768816008386,3.8623490612268077,54.739117877235195,2,True
J036,52.47768141326486,3.7516103166905372,56.2292917299554,2,True
J037,53.16438349953806,3.504090765313969,56.66847426485203,2,True
J038,53.470443901006604,3.2378702827217856,56.70831418372839,2,True
J039,55.22107943560247,2.1611963024078213,57.38227573801029,2,False
J040,55.54454354583184,3.3242624897299904,58.86880603556183,2,False
J041,55.75687036849813,3.3671512733191475,59.12402164181727,2,False
J042,58.0178640755707,3.3123302932998824,61.33019436887058,2,False
J043,64.87245501348427,3.485159356390688,68.35761436987495,2,False
J044,67.394889109546,3.7056934960450234,71.10058260559103,2,False
J045,69.42141596375947,2.938357524898118,72.3597734886576,2,False
J046,70.31274365622176,3.098594365132371,73.41133802135413,2,True
J047,72.39810789426855,4.198871532508304,76.59697942677685,3,True
J048,73.43737134400183,3.472230584235805,76.90960192823763,3,True
J049,74.72336450977414,2.7915901009369213,77.51495461071106,3,True
J050,77.70330105581759,4.10154642614942,81.80484748196702,3,True
J051,77.80932651627602,4.414258251612017,82.22358476788803,3,True
J052,84.06429655749267,3.1539125755615895,87.21820913305426,3,False
J053,84.29023339918274,2.650157029019116,86.94039042820185,3,False
J054,84.71161388054415,3.7079062353987386,88.41952011594289,3,False
J055,84.8585924177942,4.6138606027935225,89.47245302058772,3,False
J056,88.58250571445919,3.878873944508145,92.46137965896733,3,False
J057,89.47719236668463,4.62416424470255,94.10135661138719,3,False
J058,92.04725989414172,4.86528396294277,96.91254385708449,3,False
J059,94.1926468386855,3.2146039793854446,97.40725081807095,3,True
J060,94.48151972968162,3.1893884808187085,97.67090821050033,3,True
J061,95.11040162319892,3.944897438827172,99.0552990620261,3,True
J062,95.65561089865442,2.5650575699043743,98.22066846855878,3,True
J063,96.12147801230925,2.928518865578906,99.04999687788816,4,True
J064,96.37095879669282,4.0712003952736735,100.4421591919665,4,True
J065,98.01935915988118,3.734457978638945,101.75381713852012,4,True
J066,99.85939323401996,4.992619608915805,104.85201284293576,4,True
J067,101.85575144109801,2.882575400405393,104.7383268415034,4,True
J068,102.73853669858053,2.814273954866974,105.55281065344751,4,False
J069,104.13671498516882,3.9175532524935184,108.05426823766234,4,False
J070,109.63940648005132,2.404103154626963,112.04350963467829,4,False
J071,109.84569323103261,4.000533878212005,113.84622710924462,4,False
J072,111.49133510177202,3.3212297717393193,114.81256487351135,4,False
J073,111.64707022806242,3.87906633672943,115.52613656479184,4,False
J074,113.09230131234087,4.426876463205923,117.5191777755468,4,False
J075,116.47222693121664,4.336456934677054,120.8086838658937,4,False
J076,118.27964550210541,3.878590099658836,122.15823560176425,4,True
J077,119.00527418621039,3.3083243934449524,122.31359857965533,4,True
J078,119.12687945014207,3.441736869874502,122.56861632001657,4,True
J079,119.28406329230857,3.737587738586549,123.02165103089513,4,True
J080,119.31522578460068,2.8434541453186317,122.15867992991932,4,True
J081,119.35225331405869,4.202938838552717,123.5551921526114,4,True
J082,120.73200599853719,2.2098273030482787,122.94183330158546,5,True
J083,120.86261457112181,2.8152568657365054,123.67787143685831,5,True
J084,120.89635652998115,3.1224545073684533,124.01881103734961,5,True
J085,122.33223585049845,3.5465669747568,125.87880282525525,5,True
J086,123.04945230364524,4.371160477573893,127.42061278121913,5,True
J087,127.60612812375066,4.068087392291163,131.67421551604184,5,False
J088,128.11188376443687,3.6320182384874706,131.74390200292433,5,False
J089,131.17435243517903,4.049008152299611,135.22336058747865,5,False
J090,132.2722175726625,3.9567124085545338,136.22892998121702,5,False
J091,136.70471512019935,3.5739830972408777,140.27869821744022,5,False
J092,136.85961801569061,4.224097567965248,141.08371558365587,5,False
J093,143.39403148199054,2.5856237617355013,145.97965524372603,5,True
J094,143.78001068363514,4.408452512144479,148.18846319577963,5,True
J095,143.82648110511295,3.016876502012377,146.8433576071253,5,True
J096,144.08636093177853,3.310086431034665,147.3964473628132,6,True
